client_id,valeur_vie_client_eur,revenu_mensuel_recurrent_eur,sieges_souscrits,utilisateurs_actifs,taille_entreprise_ge,plan_ent,fonctionnalites_utilisees,delai_reponse_support_h,taille_entreprise_tpe,plan_str,taille_entreprise_pme
CLI-003572,177262.0,3860.23,58,0,0,1,0,0.5,0,0,1
CLI-003361,3039.0,336.95,27,10,0,0,4,16.0,0,1,1
CLI-001122,9811.0,747.8,29,21,0,0,9,10.6,0,0,1
CLI-000029,10266.0,658.93,27,21,0,0,11,13.4,0,0,1
CLI-000172,4139.0,336.54,29,14,0,0,2,22.7,0,1,1
CLI-002504,28671.0,1589.32,59,22,0,0,7,13.7,0,0,1
CLI-001931,109736.0,2624.01,47,0,0,0,0,4.7,0,0,1
CLI-003099,3832.0,245.96,11,6,0,0,9,12.5,1,0,0
CLI-000406,1433.0,41.61,3,2,0,0,4,25.4,1,1,0
CLI-003558,35862.0,3644.47,96,35,0,0,5,10.1,0,0,0
CLI-001942,18230.0,1587.94,32,0,0,0,0,4.2,0,0,1
CLI-004354,154088.0,8541.47,158,41,0,0,9,7.4,0,0,0
CLI-003410,55719.0,4529.97,201,105,0,0,10,4.1,0,0,0
CLI-004432,52241.0,950.88,34,25,0,0,10,13.0,0,0,1
CLI-002987,76617.0,2458.83,49,37,0,0,12,8.5,0,0,0
CLI-001536,60145.0,9168.37,217,148,0,0,13,7.6,0,0,0
CLI-003332,52313.0,2199.88,41,35,0,0,17,9.7,0,0,1
CLI-000925,1306.0,13.27,1,1,0,0,5,40.1,1,1,0
CLI-002131,4355.0,126.44,10,6,0,0,4,44.7,1,1,0
CLI-000399,13263.0,278.86,15,7,0,0,5,3.3,0,0,1
CLI-003832,481528.0,45171.44,545,183,1,1,18,0.5,0,0,0
CLI-003683,370.0,112.94,5,1,0,0,6,10.3,1,0,0
CLI-000661,24071.0,481.22,16,3,0,0,3,8.9,0,0,1
CLI-003273,300.0,11.77,1,1,0,0,3,18.4,1,1,0
CLI-004652,73064.0,1350.04,47,22,0,0,5,7.9,0,0,1
CLI-000063,300.0,13.54,1,1,0,0,3,31.8,1,1,0
CLI-001608,3328.0,312.16,6,3,0,0,4,3.4,0,0,1
CLI-002807,873233.0,24202.68,504,295,1,0,14,6.8,0,0,0
CLI-001444,13578.0,331.18,13,7,0,0,5,1.1,0,0,1
CLI-000888,1870.0,29.62,1,0,0,0,0,9.1,1,0,0
CLI-003202,10060.0,395.76,16,13,0,0,10,10.5,0,0,1
CLI-004001,18861.0,1533.42,40,11,0,0,13,10.5,0,0,1
CLI-001532,1237.0,107.75,9,4,0,0,5,4.9,1,1,0
CLI-002247,480.0,117.0,11,3,0,0,2,23.1,1,1,0
CLI-002030,52892.0,2303.68,44,29,0,0,13,2.7,0,0,1
CLI-000206,1082227.0,57382.11,725,123,1,1,2,0.5,0,0,0
CLI-001346,2468.0,136.81,9,0,0,0,0,25.0,0,1,1
CLI-000826,4669.0,632.69,9,5,0,1,27,4.4,1,0,0
CLI-001728,7395.0,320.0,4,3,0,1,13,5.4,1,0,0
CLI-003212,28661.0,812.85,34,32,0,0,11,10.0,0,0,1
CLI-000419,329.0,100.31,11,7,0,0,3,10.5,1,1,0
CLI-001516,806.0,196.63,21,0,0,0,0,35.9,0,1,1
CLI-000115,52095.0,2117.68,48,13,0,0,7,5.7,0,0,1
CLI-000955,1218.0,49.53,4,3,0,0,4,40.6,1,1,0
CLI-004816,1047.0,63.85,5,1,0,0,5,24.1,1,1,0
CLI-002472,21611.0,752.98,32,16,0,0,2,8.1,0,0,1
CLI-003868,20926.0,255.2,19,9,0,0,3,22.4,0,1,1
CLI-001032,1444602.0,41945.48,460,130,1,1,18,4.2,0,0,0
CLI-004620,2731.0,555.09,27,21,0,0,7,15.2,0,0,1
CLI-003659,30915.0,2692.91,56,0,0,0,0,10.5,0,0,1
CLI-000495,4732.0,79.05,6,3,0,0,2,19.3,1,1,0
CLI-001209,1343.0,65.52,6,1,0,0,2,35.5,1,1,0
CLI-001899,108779.0,2139.64,27,0,0,1,0,3.7,0,0,1
CLI-003126,570.0,99.28,4,2,0,0,3,13.7,1,0,0
CLI-002942,2007.0,48.0,4,2,0,0,1,23.3,1,1,0
CLI-003551,10128.0,1764.48,58,10,0,0,1,3.3,0,0,1
CLI-003679,4164.0,298.73,25,8,0,0,2,38.8,0,1,1
CLI-003038,99902.0,1310.02,95,36,0,0,3,21.6,0,1,0
CLI-004641,4200.0,77.61,3,1,0,0,4,11.7,1,0,0
CLI-003460,2206.0,179.34,4,3,0,0,10,2.8,1,0,0
CLI-002219,71571.0,2385.0,53,43,0,0,15,3.4,0,0,1
CLI-000158,27940.0,1622.54,47,33,0,0,6,10.1,0,0,1
CLI-002514,359.0,54.7,2,2,0,0,4,16.0,1,0,0
CLI-001098,2413.0,98.09,10,2,0,0,2,24.2,1,1,0
CLI-004645,17175.0,2618.18,102,51,0,0,3,6.3,0,0,0
CLI-001159,21738.0,2209.19,44,27,0,0,9,8.1,0,0,1
CLI-004294,13345.0,581.23,24,9,0,0,5,14.9,0,0,1
CLI-003432,145646.0,5224.02,199,0,0,0,0,9.2,0,0,0
CLI-002952,10951.0,635.96,25,13,0,0,9,13.6,0,0,1
CLI-004481,20197.0,1539.38,35,27,0,0,13,10.5,0,0,0
CLI-001334,46084.0,1812.89,42,13,0,0,12,7.9,0,0,1
CLI-001771,7252.0,982.67,56,11,0,0,3,8.6,0,0,1
CLI-001028,614.0,44.02,4,0,0,0,0,5.8,1,1,0
CLI-003135,110037.0,7455.05,161,113,0,0,16,5.9,0,0,0
CLI-003906,674.0,82.2,7,1,0,0,1,10.5,1,1,0
CLI-003310,38209.0,1370.48,54,24,0,0,6,14.5,0,0,1
CLI-004052,10488.0,122.98,10,3,0,0,2,22.8,1,1,0
CLI-000500,49173.0,2855.57,33,0,0,1,0,1.2,0,0,1
CLI-001547,2809.0,180.29,4,2,0,0,8,6.8,1,0,0
CLI-000689,57680.0,1099.09,41,27,0,0,7,8.9,0,0,1
CLI-004229,32180.0,1635.14,56,25,0,0,4,20.1,0,0,1
CLI-003631,77540.0,1153.19,40,25,0,0,5,17.3,0,0,1
CLI-001672,21551.0,5256.39,103,22,0,0,2,5.9,0,0,0
CLI-004361,314152.0,15324.48,352,94,1,0,3,9.5,0,0,0
CLI-000164,26211.0,652.35,14,11,0,0,8,6.9,0,0,1
CLI-003354,132321.0,2408.46,50,26,0,0,13,10.8,0,0,1
CLI-003982,23818.0,2420.5,90,47,0,0,7,22.2,0,0,0
CLI-004635,591944.0,11834.14,215,138,1,0,15,5.3,0,0,0
CLI-001709,23120.0,386.23,7,3,0,0,13,9.1,1,0,0
CLI-001619,716391.0,31201.7,765,415,1,0,7,11.3,0,0,0
CLI-000560,20992.0,1280.0,55,37,0,0,8,10.0,0,0,1
CLI-000507,4888.0,397.42,32,26,0,0,3,31.7,0,1,1
CLI-002586,719.0,79.73,11,0,0,0,0,10.5,0,1,1
CLI-002843,62970.0,2399.79,184,52,0,0,3,29.8,0,1,0
CLI-003592,97492.0,9145.62,154,63,0,1,10,3.9,0,0,0
CLI-001758,120597.0,1987.42,43,6,0,0,3,9.7,0,0,1
CLI-004277,82438.0,8377.86,210,27,1,0,1,6.0,0,0,0
CLI-002578,3889.0,225.83,9,6,0,0,7,14.1,1,0,0
CLI-002546,3429.0,348.45,11,3,0,0,4,8.4,1,0,0
CLI-001089,502.0,61.17,5,1,0,0,3,10.5,1,1,0
CLI-000036,5841.0,547.95,12,10,0,0,17,12.4,0,0,1
CLI-003734,2561.0,130.13,5,3,0,0,7,10.5,1,0,0
CLI-002502,2218.0,676.36,35,7,0,0,3,10.1,0,0,1
CLI-000062,20737.0,1204.23,42,27,0,0,6,7.2,0,0,1
CLI-001105,123296.0,4176.7,93,21,0,0,4,9.8,0,0,0
CLI-003693,1977826.0,70940.69,870,0,1,1,0,2.1,0,0,0
CLI-004989,11420.0,386.84,30,13,0,0,4,17.9,0,1,0
CLI-001558,678.0,82.72,8,5,0,0,3,10.5,1,1,0
CLI-002930,1038615.0,33331.66,704,398,1,0,13,8.4,0,0,0
CLI-003176,852.0,173.27,8,2,0,0,3,12.6,1,0,0
CLI-003891,300.0,13.66,1,1,0,0,3,25.2,1,1,0
CLI-001796,6800.0,1184.65,29,8,0,0,11,9.7,0,0,1
CLI-004961,7404.0,501.63,10,9,0,0,12,4.2,1,0,0
CLI-004119,1203678.0,29358.0,338,183,1,1,16,1.8,0,0,0
CLI-000397,21943.0,1163.48,47,8,0,0,4,11.8,0,0,1
CLI-004879,855121.0,69522.07,836,657,1,1,16,10.5,0,0,0
CLI-003430,5606.0,402.18,31,16,0,0,4,15.0,0,1,1
CLI-001780,2258.0,50.99,4,1,0,0,0,10.8,1,1,0
CLI-002965,237798.0,6590.84,140,71,0,0,7,9.4,0,0,0
CLI-001648,300.0,17.83,1,1,0,0,0,10.5,1,0,0
CLI-000286,7525.0,262.21,21,17,0,0,4,12.4,0,1,1
CLI-002595,17145.0,409.98,27,18,0,0,3,26.6,0,1,1
CLI-004443,6839.0,521.24,30,6,0,0,8,12.2,0,0,1
CLI-002333,1000.0,60.96,6,2,0,0,5,17.5,0,1,1
CLI-002832,16871.0,894.52,20,17,0,0,14,5.2,0,0,1
CLI-001407,27623.0,962.46,38,14,0,0,3,19.0,0,0,1
CLI-004593,1690.0,98.14,4,1,0,0,0,10.5,1,0,0
CLI-000724,45654.0,2651.24,136,34,0,0,2,13.0,0,0,0
CLI-002559,2731.0,128.11,6,0,0,0,0,11.7,1,0,0
CLI-004243,32222.0,1455.39,52,0,0,0,0,13.1,0,0,1
CLI-002292,8022.0,514.87,14,7,0,0,8,0.5,0,0,1
CLI-002109,4105.0,178.79,4,4,0,0,16,10.8,1,0,0
CLI-000282,11433.0,1080.0,24,9,0,0,8,0.5,0,0,1
CLI-002231,4433.0,245.71,10,4,0,0,4,16.9,1,0,0
CLI-004134,71103.0,1445.18,16,7,0,1,14,2.3,0,0,1
CLI-001740,1846.0,140.72,12,1,0,0,0,18.7,0,1,1
CLI-001394,4493.0,74.04,5,4,0,0,5,36.0,1,1,0
CLI-002741,2194.0,78.68,8,4,0,0,0,26.4,0,1,1
CLI-002164,192484.0,9389.44,189,73,0,0,6,4.0,0,0,0
CLI-004438,1064.0,33.27,1,1,0,0,7,0.5,1,0,0
CLI-002325,2473.0,137.08,6,2,0,0,5,6.8,0,0,1
CLI-003303,20879.0,2829.17,69,36,0,0,8,3.8,0,0,0
CLI-002408,8344.0,1271.92,108,57,0,0,3,25.9,0,1,0
CLI-003798,8084.0,318.0,8,2,0,0,2,7.6,1,0,0
CLI-001937,20560.0,1193.97,55,39,0,0,9,0.5,0,0,1
CLI-001904,67317.0,9121.49,216,85,0,0,8,9.9,0,0,0
CLI-002406,66848.0,3544.44,89,56,0,0,9,5.1,0,0,0
CLI-002749,5993.0,609.06,54,33,0,0,1,10.5,0,1,1
CLI-002419,13779.0,700.16,8,4,0,1,17,2.6,1,0,0
CLI-003604,314913.0,17456.38,454,263,1,0,10,3.4,0,0,0
CLI-001582,57101.0,6963.51,84,74,0,1,24,2.1,0,0,0
CLI-004299,3824.0,518.21,40,10,0,0,0,33.4,0,1,1
CLI-001774,39242.0,784.52,30,23,0,0,7,10.5,0,0,1
CLI-001306,5762.0,212.93,8,5,0,0,6,12.2,1,0,0
CLI-003050,3377.0,137.27,6,2,0,0,5,10.5,1,0,0
CLI-000450,56284.0,1806.28,43,30,0,0,10,12.1,0,0,1
CLI-001837,18226.0,740.88,49,44,0,0,4,10.5,0,1,1
CLI-004181,1208.0,47.53,4,3,0,0,4,25.3,1,1,0
CLI-004031,1483.0,86.12,7,3,0,0,0,23.5,1,1,0
CLI-001513,3133.0,212.24,5,1,0,0,6,7.4,1,0,0
CLI-000732,738.0,112.46,10,5,0,0,3,27.7,1,1,0
CLI-004598,10238.0,960.44,47,8,0,0,4,14.4,0,0,1
CLI-001197,22317.0,256.75,8,4,0,0,7,11.2,1,0,0
CLI-003763,12881.0,1309.04,35,10,0,0,7,11.2,0,0,0
CLI-004716,1759.0,165.03,14,1,0,0,2,9.6,0,1,1
CLI-002314,1743.0,88.58,7,1,0,0,0,18.6,1,1,0
CLI-000095,33131.0,1122.33,43,6,0,0,3,9.7,0,0,1
CLI-003579,26132.0,1274.72,47,27,0,0,10,9.1,0,0,1
CLI-003784,1896.0,100.52,11,0,0,0,0,10.5,1,1,0
CLI-001767,120915.0,9830.51,194,173,1,0,9,0.9,0,0,0
CLI-001059,8555.0,163.02,2,1,0,1,17,10.5,1,0,0
CLI-001702,586341.0,26483.33,319,110,1,1,13,4.7,0,0,0
CLI-002735,3161.0,50.73,1,1,0,0,11,4.0,1,0,0
CLI-004468,68252.0,5202.14,59,47,0,1,20,3.7,0,0,1
CLI-000065,7663.0,622.99,29,13,0,0,8,3.8,0,0,1
CLI-000616,5814.0,1181.79,52,16,0,0,4,10.1,0,0,1
CLI-001817,34384.0,822.2,16,14,0,0,18,0.6,0,0,1
CLI-004907,699.0,31.57,2,2,0,0,5,2.0,1,1,0
CLI-004082,108995.0,3164.77,218,142,0,0,4,23.1,0,1,0
CLI-003875,3105.0,315.55,11,9,0,0,11,0.5,1,0,0
CLI-000912,14835.0,548.23,11,0,0,0,0,6.3,1,0,0
CLI-000809,286605.0,4424.28,54,46,0,1,25,6.4,0,0,1
CLI-002290,153309.0,8902.98,179,111,0,0,13,9.8,0,0,0
CLI-004019,11400.0,1390.26,48,31,0,0,7,23.3,0,0,1
CLI-002962,13921.0,1212.63,45,38,0,0,10,19.6,0,0,1
CLI-001091,579.0,24.36,1,1,0,0,0,10.5,1,0,0
CLI-003877,495.0,150.85,8,1,0,0,2,8.5,1,0,0
CLI-004241,485.0,59.17,6,2,0,0,2,15.7,1,1,0
CLI-000227,3273.0,120.94,10,6,0,0,4,22.7,1,1,0
CLI-001638,521.0,45.41,5,3,0,0,3,32.1,1,1,0
CLI-001483,349625.0,7752.21,158,96,0,0,8,6.4,0,0,0
CLI-001016,2311.0,156.58,13,6,0,0,3,15.3,0,1,1
CLI-003269,24315.0,988.43,13,8,0,1,18,2.5,0,0,1
CLI-004207,10427.0,794.72,22,10,0,0,10,4.2,0,0,1
CLI-002841,300.0,67.75,7,4,0,0,4,16.8,1,1,0
CLI-003536,6817.0,296.92,32,5,0,0,3,27.2,0,1,1
CLI-004483,100600.0,3060.0,68,44,0,0,11,2.0,0,0,0
CLI-003379,14818.0,1204.7,48,10,0,0,6,10.5,0,0,1
CLI-004582,17981.0,5481.93,181,60,0,0,5,5.1,0,0,0
CLI-003242,7970.0,1260.0,28,4,0,0,1,4.4,0,0,1
CLI-004937,30004.0,2152.36,55,0,0,0,0,4.3,0,0,1
CLI-004369,59155.0,1387.31,47,28,0,0,6,10.5,0,0,1
CLI-002847,3092.0,45.99,1,1,0,0,15,11.0,1,0,0
CLI-003676,1638.0,252.0,21,13,0,0,3,14.4,0,1,1
CLI-001025,2166.0,48.92,2,1,0,0,4,12.9,1,0,0
CLI-004498,1127.0,152.7,7,1,0,0,3,14.8,1,0,0
CLI-001664,258690.0,13716.31,188,0,0,1,0,2.4,0,0,0
CLI-004321,2193.0,58.14,1,1,0,0,9,7.7,1,0,0
CLI-002570,192814.0,6531.64,134,103,0,0,9,6.7,0,0,0
CLI-003122,69216.0,4442.62,107,27,0,0,6,6.2,0,0,0
CLI-003766,2378.0,80.56,3,1,0,0,8,10.4,1,0,0
CLI-004890,988.0,80.29,4,3,0,0,8,9.2,1,0,0
CLI-004379,468778.0,6017.69,212,17,0,0,4,14.5,0,0,0
CLI-004788,4196.0,176.45,13,9,0,0,3,13.0,0,1,1
CLI-003187,144275.0,2377.64,54,26,0,0,10,5.1,0,0,1
CLI-001508,73003.0,3424.16,149,36,0,0,2,10.6,0,0,0
CLI-001376,300.0,12.27,1,1,0,0,2,21.2,1,1,0
CLI-002225,903.0,84.68,7,3,0,0,0,10.5,1,1,0
CLI-003103,10330.0,331.51,7,6,0,0,21,5.6,0,0,1
CLI-001994,75711.0,7102.34,87,50,0,1,11,6.1,0,0,0
CLI-000154,1702.0,122.09,5,3,0,0,5,12.0,1,0,0
CLI-004852,676.0,24.99,1,1,0,0,9,5.6,1,0,0
CLI-002189,50944.0,4437.66,171,0,0,0,0,16.5,0,0,0
CLI-004695,18834.0,1276.04,55,45,0,0,13,10.1,0,0,1
CLI-002147,24774.0,1118.97,48,27,0,0,5,18.1,0,0,1
CLI-003308,6979.0,236.4,18,5,0,0,4,34.5,0,1,1
CLI-002248,810.0,49.4,2,1,0,0,6,7.7,1,0,0
CLI-000123,3666.0,279.39,6,1,0,0,6,10.5,0,0,1
CLI-004586,2363.0,115.29,9,4,0,0,2,0.5,1,1,0
CLI-004502,11932.0,440.95,17,4,0,0,3,11.7,0,0,1
CLI-000162,851.0,39.91,3,2,0,0,4,28.1,1,1,0
CLI-002681,38312.0,1946.75,43,19,0,0,12,10.5,0,0,1
CLI-001553,46839.0,1241.75,33,5,0,0,5,6.6,0,0,0
CLI-004565,27426.0,2389.0,49,41,0,0,15,9.2,0,0,1
CLI-004523,948.0,68.0,7,1,0,0,2,29.8,1,1,0
CLI-003524,46482.0,1259.67,47,15,0,0,4,7.9,0,0,1
CLI-003638,5103.0,444.51,21,12,0,0,6,6.8,0,0,1
CLI-004554,24598.0,2307.47,51,27,0,0,10,3.2,0,0,1
CLI-002295,10983.0,446.46,44,20,0,0,2,37.3,0,1,1
CLI-003728,1118.0,170.39,8,5,0,0,7,16.1,0,0,1
CLI-003973,9626.0,279.49,3,2,0,1,22,2.3,1,0,0
CLI-001778,3059.0,100.81,4,3,0,0,5,0.5,1,0,0
CLI-001153,9692.0,909.2,47,17,0,0,2,13.9,0,0,1
CLI-003990,504.0,68.27,6,4,0,0,2,18.5,1,1,0
CLI-003349,2362.0,125.22,10,4,0,0,3,26.9,1,1,0
CLI-001525,7319.0,637.57,22,19,0,0,9,15.1,0,0,1
CLI-004550,49290.0,1335.77,29,13,0,0,12,6.9,0,0,1
CLI-001086,3079.0,585.0,13,11,0,0,12,9.0,0,0,1
CLI-001042,21927.0,1407.36,50,20,0,0,8,16.6,0,0,1
CLI-000846,14534.0,1107.76,44,24,0,0,6,11.1,0,0,1
CLI-001644,3414.0,101.54,4,0,0,0,0,6.7,1,0,0
CLI-003581,26918.0,2525.17,111,40,0,0,3,10.5,0,0,0
CLI-002911,494.0,75.37,1,1,0,1,5,0.5,1,0,0
CLI-000618,51867.0,5271.06,267,106,1,0,8,13.7,0,0,0
CLI-001966,2000000.0,73524.22,764,510,1,1,7,3.7,0,0,0
CLI-002744,968.0,65.58,3,1,0,0,4,14.2,1,0,0
CLI-004679,6184.0,279.32,9,4,0,0,3,6.8,1,0,0
CLI-000347,16436.0,954.45,38,9,0,0,5,19.2,0,0,1
CLI-004392,300.0,23.38,2,1,0,0,1,39.1,1,1,0
CLI-001271,51051.0,669.44,49,39,0,0,3,11.5,0,1,1
CLI-000402,2990.0,110.51,4,3,0,0,8,12.8,1,0,0
CLI-002994,3998.0,487.51,19,8,0,0,7,26.2,0,0,1
CLI-003475,6929.0,650.01,24,22,0,0,7,17.9,0,0,1
CLI-003023,1747.0,68.72,6,1,0,0,3,29.5,1,1,0
CLI-003751,79746.0,3890.07,45,13,0,1,7,2.1,0,0,1
CLI-002026,644.0,65.41,8,5,0,0,4,18.4,1,1,0
CLI-002901,142928.0,8715.13,182,128,0,0,18,7.4,0,0,0
CLI-003326,2855.0,580.27,10,7,0,1,26,4.8,0,0,1
CLI-003526,2000000.0,51760.0,647,426,1,1,26,2.2,0,0,0
CLI-004734,25923.0,3951.71,169,39,0,0,6,15.9,0,0,0
CLI-002142,48399.0,1639.54,47,11,0,0,8,6.4,0,0,1
CLI-003605,336788.0,8381.99,84,23,0,1,16,10.5,0,0,0
CLI-001529,679542.0,17264.78,211,59,0,1,13,0.5,0,0,0
CLI-003205,444.0,18.67,2,0,0,0,0,30.4,1,1,0
CLI-001365,1946.0,263.63,12,7,0,0,6,11.3,0,0,1
CLI-001094,132553.0,2939.08,57,0,0,0,0,6.7,0,0,1
CLI-002287,1468.0,119.31,10,4,0,0,2,10.5,0,1,1
CLI-000108,210383.0,6578.57,140,60,1,0,7,3.1,0,0,0
CLI-001354,35892.0,1094.27,41,17,0,0,4,13.8,0,0,0
CLI-002573,48419.0,1968.24,44,7,0,0,4,3.2,0,0,1
CLI-002012,2363.0,144.09,11,4,0,0,2,22.2,0,1,1
CLI-000706,12750.0,536.15,21,11,0,0,9,11.5,0,0,1
CLI-002516,2603.0,186.76,17,3,0,0,1,0.5,0,1,1
CLI-002920,92784.0,1271.36,45,37,0,0,10,7.5,0,0,1
CLI-002993,46838.0,1119.98,53,18,0,0,7,16.2,0,0,1
CLI-000520,2293.0,232.99,6,4,0,0,4,10.5,0,0,1
CLI-002686,509.0,103.45,5,1,0,0,4,15.0,1,0,0
CLI-003737,56580.0,3285.69,124,92,0,0,9,11.6,0,0,0
CLI-002133,1824.0,55.62,1,1,0,0,15,5.8,1,0,0
CLI-000588,2339.0,259.27,6,4,0,0,9,9.3,1,0,0
CLI-004343,457249.0,42893.88,501,310,1,1,12,8.1,0,0,0
CLI-003333,10463.0,1063.29,43,23,0,0,4,12.8,0,0,1
CLI-001476,74037.0,1289.84,50,34,0,0,5,14.5,0,0,1
CLI-003917,132391.0,16145.25,218,31,0,1,9,0.5,0,0,0
CLI-004512,9334.0,252.96,18,15,0,0,3,29.9,0,1,1
CLI-002478,2183.0,140.12,6,4,0,0,9,8.4,1,0,0
CLI-004254,13943.0,894.94,17,7,0,0,16,6.4,0,0,1
CLI-001155,188105.0,3230.93,90,66,0,0,9,5.7,0,0,0
CLI-000535,3151.0,125.0,5,2,0,0,9,10.5,1,0,0
CLI-000248,801.0,51.41,2,1,0,0,9,15.8,1,0,0
CLI-001858,482.0,48.99,4,3,0,0,5,10.5,1,1,0
CLI-003113,17758.0,1203.14,43,17,0,0,5,11.4,0,0,0
CLI-001798,1001.0,111.01,9,8,0,0,3,26.4,1,1,0
CLI-000759,677.0,58.98,6,1,0,0,1,31.0,1,1,0
CLI-000919,42088.0,722.92,59,16,0,0,4,19.1,0,1,1
CLI-001010,68897.0,2800.7,106,62,0,0,5,4.2,0,0,0
CLI-002915,48625.0,1289.1,43,36,0,0,9,14.7,0,0,1
CLI-002758,2095.0,73.0,6,5,0,0,5,20.0,1,1,0
CLI-001909,13014.0,1322.53,55,47,0,0,5,7.8,0,0,1
CLI-003386,1603.0,279.26,9,0,0,0,0,5.6,1,0,0
CLI-000112,20348.0,751.95,13,11,0,0,14,1.1,0,0,1
CLI-003274,120607.0,4202.33,44,37,0,1,22,1.0,0,0,0
CLI-003082,229012.0,3933.57,43,32,0,1,19,2.4,0,0,1
CLI-001063,29252.0,2229.54,57,17,0,0,2,11.2,0,0,0
CLI-001181,3370.0,228.29,5,3,0,0,8,8.1,1,0,0
CLI-000212,11642.0,887.36,37,36,0,0,9,13.6,0,0,1
CLI-004253,1801.0,99.81,8,3,0,0,2,18.0,1,1,0
CLI-001283,1531.0,373.49,15,6,0,0,4,7.4,0,0,1
CLI-001130,3227.0,33.07,2,2,0,0,6,20.5,1,1,0
CLI-001839,89659.0,7810.05,102,83,0,1,11,3.9,0,0,0
CLI-002824,8070.0,258.99,10,8,0,0,9,14.4,1,0,0
CLI-003495,111915.0,12407.41,549,212,1,0,4,10.5,0,0,0
CLI-002229,10516.0,188.59,8,4,0,0,5,18.6,0,0,1
CLI-000657,5513.0,140.06,3,1,0,0,5,10.5,1,0,0
CLI-002014,239499.0,5841.44,136,75,0,0,11,3.4,0,0,0
CLI-003356,2466.0,167.04,8,3,0,0,6,10.5,0,0,1
CLI-002148,13043.0,1060.44,40,19,0,0,4,10.5,0,0,1
CLI-001152,371639.0,20600.81,276,71,1,1,2,2.0,0,0,0
CLI-001012,488.0,28.35,2,1,0,0,5,10.5,1,1,0
CLI-001482,20114.0,2229.9,53,20,0,0,4,7.8,0,0,1
CLI-003660,577.0,46.91,5,2,0,0,4,12.5,1,1,0
CLI-002630,2192.0,148.5,12,10,0,0,5,16.8,0,1,1
CLI-000340,11985.0,664.38,18,4,0,0,2,10.3,0,0,1
CLI-002600,176311.0,2194.02,38,26,0,0,13,10.5,0,0,1
CLI-000473,235394.0,3987.03,49,34,0,1,19,1.8,0,0,0
CLI-002662,514709.0,29890.16,431,37,1,1,4,1.2,0,0,0
CLI-003323,2049.0,208.24,9,4,0,0,6,7.4,1,0,0
CLI-004345,12366.0,1005.33,45,12,0,0,2,10.5,0,0,1
CLI-003636,1505.0,203.87,10,3,0,0,4,5.6,1,0,0
CLI-004847,7968.0,373.75,14,11,0,0,7,11.9,0,0,1
CLI-002007,124916.0,19042.01,468,50,1,0,2,7.9,0,0,0
CLI-003411,19868.0,563.48,20,18,0,0,15,12.5,0,0,1
CLI-001730,241137.0,14003.33,206,102,0,1,11,4.4,0,0,0
CLI-000986,563.0,76.28,3,2,0,0,8,13.8,1,0,0
CLI-002640,1285.0,104.48,10,7,0,0,2,29.9,1,1,0
CLI-000505,1449.0,98.17,4,2,0,0,6,15.7,1,0,0
CLI-002766,20718.0,1403.69,15,14,0,1,26,3.6,0,0,1
CLI-004686,37876.0,1649.66,40,30,0,0,7,5.0,0,0,1
CLI-002519,694.0,169.34,2,1,0,1,7,2.7,1,0,0
CLI-003260,24281.0,2467.59,58,12,0,0,6,6.5,0,0,1
CLI-002349,36710.0,2238.41,56,47,0,0,18,4.2,0,0,1
CLI-001177,575.0,14.92,1,1,0,0,3,37.4,1,1,0
CLI-001072,1420.0,82.45,3,2,0,0,7,9.1,1,0,0
CLI-001555,40274.0,1403.28,49,10,0,0,6,9.3,0,0,1
CLI-003139,3408.0,67.04,3,1,0,0,1,7.9,1,0,0
CLI-003732,6647.0,238.4,8,5,0,0,9,11.7,0,0,1
CLI-000716,1563.0,76.23,3,2,0,0,4,10.5,1,0,0
CLI-004447,300.0,25.94,1,1,0,0,4,8.8,1,0,0
CLI-003979,9928.0,1210.71,64,22,0,0,5,10.5,0,0,0
CLI-004559,14673.0,1192.93,53,18,0,0,4,10.2,0,0,1
CLI-001751,21322.0,1083.45,47,41,0,0,11,10.5,0,0,1
CLI-000334,16140.0,984.17,35,23,0,0,7,13.7,0,0,1
CLI-002185,2954.0,180.1,6,3,0,0,6,13.8,1,0,0
CLI-002700,289688.0,17663.9,199,157,0,1,28,7.4,0,0,0
CLI-004158,2417.0,173.4,8,3,0,0,5,18.1,1,0,0
CLI-001359,3093.0,114.32,9,8,0,0,4,7.4,1,1,0
CLI-004633,35808.0,2183.41,26,17,0,1,26,4.6,0,0,1
CLI-003138,319.0,55.65,3,1,0,0,1,14.1,1,0,0
CLI-003243,939.0,42.4,4,2,0,0,4,15.8,1,1,0
CLI-002087,7825.0,307.81,10,9,0,0,9,14.4,1,0,0
CLI-000156,103540.0,6012.79,172,14,0,0,3,10.5,0,0,0
CLI-004385,47889.0,2781.02,63,12,0,0,11,6.3,0,0,0
CLI-001799,153277.0,8496.49,94,65,0,1,15,1.3,0,0,0
CLI-001540,1835.0,172.17,7,3,0,0,5,8.8,1,0,0
CLI-002239,510.0,62.19,3,1,0,0,7,12.7,1,0,0
CLI-002508,2063.0,93.19,8,3,0,0,3,15.9,1,1,0
CLI-001779,2622.0,56.1,4,3,0,0,4,22.4,1,1,0
CLI-001843,4770.0,646.28,31,10,0,0,6,10.8,0,0,1
CLI-004615,1991.0,97.12,9,7,0,0,3,31.8,1,1,0
CLI-002931,3999.0,103.77,8,4,0,0,1,35.5,1,1,0
CLI-004409,8749.0,288.35,22,12,0,0,4,14.0,0,1,1
CLI-000671,54402.0,2073.25,46,14,0,0,3,3.0,0,0,1
